Categoría,Nombre,Ingredientes,Preparación,Método,Tiempo,Dificultad,Tip
Cena,Tarta de verduras casera,"2 zapallitos, 1 cebolla, 1 zanahoria, 2 huevos, 3 cdas de queso crema.",1. Rallar o cortar los zapallitos y escurrir el exceso de agua. 2. Picar la cebolla y rallar la zanahoria. 3. Saltear los vegetales hasta tiernizar. 4. Mezclar con huevos y queso crema. 5. Colocar sobre una masa en molde o fuente. 6. Cocinar hasta dorar y cuajar.,Horno,25-30 min,Fácil,Dejala reposar unos minutos antes de cortar.
Cena,Tarta de zapallitos,"Zapallitos, huevo, queso.",1. Cortar o rallar los zapallitos. 2. Cocinarlos unos minutos y escurrir bien. 3. Mezclar con huevo y queso. 4. Colocar el relleno en molde con masa. 5. Cocinar hasta dorar y firmar la preparación.,Horno,25-30 min,Fácil,Escurrirlos bien evita una tarta aguada.
Cena,Tarta de zucchini sin tacc,"Zucchinis, una tapa sin tacc, 2 huevos, cebolla, queso untable.",1. Saltear la cebolla picada. 2. Agregar los zucchinis cortados y cocinar hasta tiernizar. 3. Mezclar con los huevos y queso untable. 4. Colocar sobre la tapa sin tacc en el molde. 5. Cocinar hasta dorar.,Horno,25-30 min,Fácil,Dejala reposar antes de cortar.
Cena,Tarta de zucchini y calabaza,"2 tapas sin tacc, cebolla, zucchinis, calabaza, 2 huevos, queso untable.",1. Cocinar la calabaza y hacer un puré firme. 2. Saltear cebolla y zucchinis picados. 3. Mezclar con huevos y queso untable. 4. Unir con el puré de calabaza. 5. Rellenar las tapas y cocinar hasta dorar.,Horno,25-30 min,Media,El puré firme mejora la textura del relleno.
Cena,"Tarta de zucchini, cebolla y zanahoria","Harina integral y de legumbres, zucchini, zanahoria, cebolla, huevos, almidón.","1. Preparar la masa con las harinas y forrar el molde. 2. Saltear cebolla, zucchini y zanahoria rallada. 3. Mezclar con huevos y almidón para ligar. 4. Volcar sobre la base. 5. Cocinar hasta que el relleno esté firme y la masa dorada.",Horno,30-40 min,Media,Reposarla ayuda a que el relleno se asiente.
Cena,Tarta integral de espinaca,"Harina integral, espinaca, cebolla, huevos, queso.",1. Preparar la masa integral y colocarla en el molde. 2. Saltear cebolla picada. 3. Agregar la espinaca cocida y escurrida. 4. Mezclar con huevos y queso. 5. Rellenar la base y cocinar hasta dorar.,Horno,25-30 min,Media,Escurrí bien la espinaca para mejor textura.
Cena,Tarta integral de verduras,"Harina integral, verduras varias, huevos, queso descremado.",1. Preparar la masa integral. 2. Saltear las verduras elegidas hasta tiernizar. 3. Mezclar con huevos y queso descremado. 4. Colocar el relleno sobre la base. 5. Cocinar hasta dorar y cuajar.,Horno,25-30 min,Fácil,Dejala reposar antes de servir.
Cena,Tarta integral de verduras clásica,"Masa integral, verduras salteadas, huevo.",1. Forrar el molde con la masa integral. 2. Colocar las verduras previamente salteadas. 3. Agregar huevo batido para ligar. 4. Cocinar hasta dorar la masa y firmar el relleno.,Horno,25-30 min,Fácil,No uses verduras muy húmedas.
Cena,Tarta integral de verduras completa,"Harina integral, verduras, huevos, queso.",1. Preparar la masa integral. 2. Saltear los vegetales elegidos. 3. Mezclar con huevos y queso. 4. Rellenar la base. 5. Cocinar hasta dorar y quedar firme.,Horno,25-30 min,Media,Reposarla mejora el corte.
Cena,Tarta integral de verduras (variante),"Harina integral, verduras salteadas, huevos, queso descremado.",1. Preparar la masa integral. 2. Mezclar las verduras salteadas con huevos y queso descremado. 3. Colocar en el molde. 4. Cocinar a 180°C hasta dorar y cuajar.,Horno,25-30 min,Fácil,Servila tibia para mejor textura.
Cena,Tarta rápida de verduras sin masa,"Verduras, huevos, queso descremado.",1. Cocinar o saltear las verduras elegidas. 2. Mezclar con huevos y queso descremado en un bowl. 3. Volcar en molde aceitado. 4. Cocinar hasta que esté firme y dorada arriba. 5. Dejar reposar unos minutos antes de cortar.,Horno,25-30 min,Muy Fácil,Ideal cuando querés algo rápido y liviano.
Cena,Tarta soufflé de verduras y pollo,"Harinas, verduras, pollo cocido, huevos, queso.",1. Preparar la base de masa y colocarla en el molde. 2. Saltear las verduras picadas hasta tiernizar. 3. Mezclar con el pollo cocido desmenuzado y el queso. 4. Separar claras y yemas. 5. Incorporar las yemas al relleno. 6. Batir las claras a nieve e integrar con movimientos envolventes. 7. Volcar sobre la base y cocinar hasta inflar y dorar.,Horno,30 min,Media,No abras el horno antes de tiempo para que no baje.
Cena,Tartitas de choclo y calabaza,"Harina integral, aceite, choclo, calabaza, cebolla, morrón, huevos, almidón, quesos.","1. Preparar la masa y forrar moldes individuales. 2. Cocinar la calabaza y hacer un puré firme. 3. Saltear cebolla y morrón. 4. Mezclar con choclo, huevos, almidón y quesos. 5. Rellenar las tartitas. 6. Cocinar hasta dorar la masa y firmar el centro.",Horno,15-20 min,Media,No llenes de más los moldes.
Cena,Tortilla de espinaca al horno,"Espinaca, huevos, cebolla.",1. Saltear la cebolla picada hasta tiernizar. 2. Agregar la espinaca cocida y escurrida. 3. Mezclar con los huevos batidos. 4. Volcar en molde aceitado. 5. Cocinar hasta que esté firme y dorada arriba.,Horno,20-25 min,Fácil,Escurrí bien la espinaca para mejor textura.
Cena,Tortilla de papa al horno,"2 papas, 2 huevos, ½ cebolla, aceite de oliva.",1. Hervir las papas y cortarlas en cubos. 2. Saltear la cebolla hasta dorar suave. 3. Mezclar con los huevos batidos. 4. Incorporar la papa. 5. Volcar en molde aceitado. 6. Cocinar hasta dorar y cuajar el centro.,Horno,20-25 min,Fácil,Usá papa ya fría para mejor consistencia.
Cena,Tortilla de verduras,"Papa, cebolla, zanahoria, huevos.",1. Cocinar las verduras hervidas o salteadas hasta tiernizar. 2. Mezclarlas con los huevos batidos. 3. Volcar en un molde aceitado. 4. Cocinar hasta que el centro esté firme al tacto.,Horno,25 min,Media,Al horno evitás darla vuelta.
Cena,Tortilla de verduras clásica,"Papa, cebolla, zanahoria, huevos.",1. Cortar las verduras pequeñas y cocinarlas previamente. 2. Mezclar en un bowl con huevos batidos y sal. 3. Volcar en molde aceitado. 4. Nivelar la superficie. 5. Cocinar hasta que cuaje y tome color.,Horno,25-30 min,Media,Ideal para viandas también.
Cena,Tortilla de verduras al horno,"Papa, cebolla, zanahoria, huevos.",1. Cocinar previamente las verduras. 2. Mezclar con huevos batidos. 3. Volcar en molde aceitado. 4. Cocinar hasta que esté firme y dorada.,Horno,20-25 min,Fácil,No uses molde muy grande para que quede alta.
Cena,Tortilla de verduras al horno con zucchini,"Papa, cebolla, zucchini, huevos.",1. Cocinar la papa y saltear cebolla con zucchini. 2. Mezclar todo con huevos batidos. 3. Colocar en molde aceitado. 4. Cocinar hasta que cuaje y tome color.,Horno,20-25 min,Fácil,Escurrí el zucchini si larga agua.
Cena,Tortilla de verduras simple,"Verduras, huevos.",1. Cocinar los vegetales elegidos. 2. Mezclar con huevos batidos. 3. Volcar en molde aceitado. 4. Cocinar hasta que el huevo esté firme y dorado arriba.,Horno,20-25 min,Fácil,Usá verduras ya cocidas para ahorrar tiempo.
Cena,Tortilla de zucchini al horno,"Zucchini, cebolla, huevos.",1. Rallar el zucchini y escurrirlo bien. 2. Saltear la cebolla picada. 3. Mezclar con huevos batidos. 4. Volcar en molde aceitado. 5. Cocinar a 180°C hasta dorar y cuajar.,Horno,20-25 min,Fácil,Escurrir el zucchini mejora mucho la textura.
Cena,Verduras asadas,"Verduras variadas, aceite de oliva.",1. Cortar las verduras en trozos grandes y parejos. 2. Distribuir en una placa sin amontonarlas. 3. Rociar con aceite de oliva y condimentar. 4. Cocinar hasta que estén tiernas y doradas. 5. Servir tibias o frías.,Horno,25-30 min,Fácil,Si están separadas doran mejor y no se hierven.
Cena,Verduras grilladas con pollo,"1 pechuga de pollo, berenjena, zucchini, morrón, aceite.","1. Cortar la berenjena, zucchini y morrón en tiras o rodajas. 2. Cocinar los vegetales al horno o plancha hasta dorar. 3. Condimentar la pechuga de pollo. 4. Cocinarla a la plancha hasta que esté dorada por fuera y jugosa por dentro. 5. Servir junto a las verduras grilladas.",Plancha,15 min,Fácil,No pinches el pollo para conservar sus jugos.
Cena,Wok de verduras,"Verduras varias, condimentos.",1. Cortar todas las verduras en tiras finas y parejas. 2. Calentar bien el wok o sartén. 3. Agregar apenas aceite y sumar los vegetales. 4. Cocinar a fuego fuerte moviendo constantemente. 5. Condimentar al final y servir crocantes.,Sartén,10-15 min,Muy Fácil,El fuego alto mantiene color y textura.
Cena,Wok de verduras al horno,"Verduras varias, condimentos.","1. Cortar las verduras en tiras o cubos parejos. 2. Mezclar con aceite y condimentos. 3. Distribuir en placa o airfryer sin amontonar. 4. Cocinar hasta dorar, moviendo a mitad de tiempo. 5. Servir calientes.",Horno,10-15 min,Muy Fácil,Separadas en la bandeja quedan más crocantes.
Cena,Wok de verduras con merluza,"1 filet de merluza, cebolla, morrón, zanahoria, zucchini.",1. Cortar los vegetales en tiras finas. 2. Saltearlos en sartén caliente hasta tiernizar levemente. 3. Cortar la merluza en trozos medianos. 4. Incorporarla a la sartén. 5. Cocinar unos minutos hasta que el pescado esté firme. 6. Servir enseguida.,Sartén,10-15 min,Fácil,No cocines de más la merluza para que no se seque.
Cena,Wok de verduras y pollo,"Pollo, verduras variadas, condimentos.",1. Cortar el pollo en tiras finas. 2. Cortar las verduras en bastones o juliana. 3. Calentar bien el wok o sartén con apenas aceite. 4. Dorar primero el pollo y retirarlo momentáneamente. 5. Saltear las verduras a fuego fuerte moviendo constantemente. 6. Volver a sumar el pollo. 7. Condimentar y cocinar 1 minuto más. 8. Servir de inmediato.,Sartén,15-20 min,Fácil,El secreto es cocinar rápido y a fuego alto para mantener lo crocante.
Cena,Zapallitos rellenos,"Zapallitos, relleno de verduras o carne.",1. Cortar los zapallitos al medio a lo largo. 2. Ahuecarlos con cuidado retirando parte de la pulpa. 3. Cocinar las bases unos minutos para ablandarlas. 4. Preparar el relleno elegido de verduras o carne. 5. Rellenar generosamente. 6. Agregar queso por encima. 7. Cocinar hasta gratinar y dorar.,Horno,25 min,Media,La pulpa que sobra podés usarla en tortilla o revuelto.
Cena,Zapallitos rellenos (pollo/vegetal),"Zapallitos, relleno vegetal o pollo.",1. Cortar los zapallitos y blanquearlos unos minutos. 2. Ahuecarlos suavemente. 3. Preparar el relleno de pollo o vegetales salteados. 4. Rellenar cada mitad. 5. Cocinar hasta que estén tiernos y gratinados.,Horno,20-25 min,Media,No amontones la fuente para mejor dorado.
Cena,Zapallitos rellenos de carne,"Zapallitos, carne o lentejas, cebolla, queso.",1. Cortar y ahuecar los zapallitos. 2. Cocinar cebolla picada y sumar carne o lentejas. 3. Condimentar bien el relleno. 4. Rellenar los zapallitos. 5. Cubrir con queso. 6. Cocinar hasta gratinar.,Horno,20-25 min,Media,El queso al final mejora mucho el resultado.
Cena,Zapallitos rellenos de pollo,"Zapallitos, pollo, cebolla, queso.",1. Cocinar previamente los zapallitos y ahuecarlos. 2. Saltear cebolla picada y sumar pollo en cubitos. 3. Cocinar hasta que el pollo esté listo. 4. Rellenar los zapallitos. 5. Agregar queso arriba y cocinar hasta gratinar.,Horno,20-25 min,Media,Podés sumar la pulpa picada al relleno.
Cena,Zapallo relleno,"Zapallo, carne magra o lentejas, cebolla.",1. Cocinar el zapallo entero o en mitades hasta que esté tierno. 2. Preparar un relleno con cebolla y carne magra o lentejas. 3. Vaciar apenas el centro si hace falta. 4. Rellenar con la preparación. 5. Llevar nuevamente al horno hasta calentar y dorar.,Horno,25-30 min,Media,Si usás zapallo cabutia queda más cremoso.
Cena,Zapallo relleno caprese,"Zapallo, tomate, queso magro, albahaca.",1. Cocinar zapallo. 2. Rellenar con tomate y queso. 3. Gratinar. 4. Terminar con albahaca fresca.,Horno,25 min,Fácil,Fresco y distinto.
Cena,Papas smashed crocantes,"Papas pequeñas, aceite, ajo, romero.",1. Hervir papas. 2. Aplastar suavemente. 3. Condimentar. 4. Hornear hasta crocantes.,Horno,20 min,Fácil,"Crocantes por fuera, suaves dentro."
Cena,Wrap caprese caliente,"Tortilla, tomate, queso, albahaca.",1. Rellenar tortilla. 2. Enrollar firme. 3. Cocinar hasta dorar y fundir queso.,Horno,8 min,Fácil,Muy rápido y rico.
Cena,Pizza rápida de zucchini,"Zucchini grillado, tortilla, queso.",1. Usar tortilla como base. 2. Agregar zucchini grillado y queso. 3. Hornear hasta crocante.,Horno,7 min,Muy Fácil,Ideal cena express.
Cena,Bastones de berenjena crocantes,"Berenjena, huevo, pan rallado.",1. Cortar bastones. 2. Salar y secar. 3. Rebozar. 4. Hornear hasta dorar.,Horno,12 min,Fácil,Quedan increíbles con dip.
Cena,Bocaditos de queso y espinaca,"Queso, espinaca, huevo, avena.",1. Mezclar ingredientes. 2. Formar bolitas. 3. Colocar en placa. 4. Cocinar hasta dorar.,Horno,12 min,Fácil,Muy buena opción veggie.
Cena,Canastitas de puerro,"Tapas, puerro, queso crema, huevo.",1. Forrar moldes. 2. Mezclar relleno. 3. Completar canastitas. 4. Cocinar hasta firmeza.,Horno,15 min,Fácil,El puerro queda delicado.
Cena,Sorrentinos crocantes,"Sorrentinos frescos, aceite.",1. Rociar con aceite. 2. Hornear separados. 3. Cocinar hasta dorados.,Horno,10 min,Fácil,Quedan tipo snack.
Cena,Tostado de pollo y cheddar,"Pan, pollo cocido, queso cheddar.",1. Armar sándwich. 2. Cocinar hasta dorar. 3. Servir caliente.,Horno,6 min,Muy Fácil,Ideal para usar pollo sobrante.
Cena,Quesadilla veggie,"Tortilla, morrón, cebolla, queso.",1. Saltear verduras. 2. Rellenar tortilla con queso. 3. Doblar. 4. Dorar en sartén.,Sartén,7 min,Fácil,Cortar en triángulos.
Cena,Papas gratinadas livianas,"Papas, queso magro, orégano.",1. Cortar papas finas. 2. Acomodar en fuente. 3. Agregar queso. 4. Cocinar hasta dorar.,Horno,20 min,Fácil,Hacé capas finas para mejor cocción.
Cena,Wrap de pollo gratinado,"Tortilla, pollo cocido, queso.",1. Colocar la tortilla sobre la mesada. 2. Agregar pollo cocido desmenuzado y queso. 3. Enrollar firme cerrando los bordes. 4. Cocinar hasta dorar y fundir el queso.,Horno,8 min,Fácil,Cerralo con palillo si se abre. 
Cena,Pizza rápida de tortilla,"Tortilla, salsa, queso.",1. Colocar la tortilla como base sobre placa o rejilla. 2. Cubrir con salsa liviana. 3. Agregar queso por encima. 4. Cocinar hasta que la base quede crocante y el queso fundido.,Horno,7 min,Muy Fácil,Terminá con orégano al salir. 
Cena,Berenjenas crocantes,"Berenjena, huevo, pan rallado.",1. Cortar bastones. 2. Pasar por huevo. 3. Rebozar. 4. Hornear hasta dorar.,Horno,12 min,Fácil,Muy buenas con dip de yogur.
Cena,Bastones de mozzarella,"Queso en bastón, huevo, pan rallado.",1. Llevar el queso al freezer unos minutos para endurecerlo. 2. Pasar por huevo y pan rallado. 3. Repetir el rebozado para doble capa. 4. Cocinar rápido hasta dorar apenas.,Horno,6 min,Media,No los cocines de más para que no exploten. 
Cena,Canastitas de choclo,"Tapas, choclo, queso, cebolla.","1. Colocar las tapas en moldes individuales. 2. Mezclar choclo, cebolla cocida y queso. 3. Rellenar sin excederse. 4. Cocinar hasta que la masa dore y el centro esté firme.",Horno,12 min,Fácil,Los moldes de silicona ayudan mucho al desmolde. 
Cena,Ravioles crocantes,"Ravioles frescos, aceite.",1. Rociar apenas los ravioles con aceite. 2. Distribuir separados entre sí. 3. Cocinar hasta que estén dorados y crocantes. 4. Servir recién hechos.,Horno,10 min,Fácil,Quedan increíbles con dip de yogur o salsa.
Cena,Sandwich tostado completo,"Pan, jamón, queso, tomate.",1. Armar el sándwich con capas parejas. 2. Presionar suavemente para compactar. 3. Cocinar hasta dorar el pan y fundir el queso. 4. Servir caliente.,Horno,6 min,Muy Fácil,"Si el tomate larga agua, secarlo antes. "
Cena,Quesadilla de pollo,"Tortilla, pollo, queso.",1. Colocar relleno de pollo y queso sobre media tortilla. 2. Doblarla cerrando en media luna. 3. Cocinar hasta dorar por fuera. 4. Cortar en triángulos y servir.,Sartén,7 min,Fácil,Queda mejor con queso bien fundente. 
Cena,Hummus caliente con tostadas,"Garbanzos cocidos, ajo, limón, pan.",1. Procesar garbanzos con ajo y limón. 2. Calentar unos minutos. 3. Servir con tostadas.,Hornalla,10 min,Fácil,Cremoso y saciante.
Cena,Frittata caprese,"Huevos, tomate, queso, albahaca.",1. Batir huevos. 2. Agregar tomate y queso. 3. Cocinar hasta cuajar. 4. Terminar con albahaca.,Sartén,10 min,Fácil,Muy rica recién hecha.
Cena,Mini hamburguesas de garbanzo,"Garbanzos, cebolla, avena.",1. Procesar ingredientes. 2. Formar mini medallones. 3. Cocinar hasta dorar.,Horno,15 min,Fácil,Ideal para freezer.
Cena,Rollitos de manzana y canela,"Tapa light, manzana, canela.",1. Rellenar con manzana picada. 2. Enrollar. 3. Cocinar hasta dorar.,Horno,10 min,Fácil,Postrecito saludable.
